ID VANNE;AFFECTATION;MACHINE;NUM ACTIONNNEUR;ATELIER;NUM CORPS;NUM POSITIONNEUR;N° COMMANDE;FOURNISSEUR  VANNE;Repère;DATE ACHAT;VUE EN;FREQ. REVISION;ORGANE  REGLANT;typeVannes;A VOIR EN
356;Vanne entre bâche 1;Baches à eau Babcock;356;5;356;NULL;950736 AR;10;CVEB1;1995;2020;20;PAPILLON;TOR;2040
357;Vanne entre bâche 3;Baches à eau Babcock;357;5;357;NULL;950736 AR;10;CVEB3;1995;2020;6;PAPILLON;TOR;2026
358;VANNE ENTREE BACHE 1  CHAINE A;Baches à eau Babcock;358;5;358;NULL;2248AR;25;CVEB11;2022;2023;15;NULL;TOR;2038
359;VANNE ENTREE BACHE 1 CHAINE C;NULL;359;5;359;NULL;2248AR;25;CVEB12;2022;2023;15;NULL;TOR;2038
360;VANNE ENTREE BACHE 2 CHAINE A;NULL;360;5;360;NULL;2248AR;25;CVEB21;2022;2023;15;NULL;TOR;2038
361;VANNE ENTREE BACHE 2 CHAINE C;NULL;361;5;361;NULL;2248AR;25;CVEB22;15/11/2022;2023;15;NULL;TOR;2038
362;VANNE ENTREE BACHE 3 CHAINE A;NULL;362;5;362;NULL;2248AR;25;CVEB31;15/11/2022;2023;15;NULL;TOR;2038
363;VANNE ENTREE BACHE 3 CHAINE C;NULL;363;5;363;NULL;2248AR;25;CVEB32;15/11/2022;2023;15;NULL;TOR;2038
364;Vanne sécurité sucre (isolement baches Babcock);Baches à eau Babcock;364;5;364;NULL;1313AR;25;NULL;2013;2013;100;PAPILLON;TOR;2113
365;Vanne sortie bâche 1;Baches à eau Babcock;365;5;365;NULL;950736 AR;10;CVSB1;1995;2017;10;PAPILLON;TOR;2027
366;Vanne sortie bâche 2;Baches à eau Babcock;366;5;366;NULL;950736 AR;10;CVSB2;1995;2017;10;PAPILLON;TOR;2027
367;Vanne sortie bache 2 (Duquesne);Baches Duquesne;367;5;367;NULL;NULL;25;NULL;NULL;2018;10;PAPILLON;TOR;2028
368;Vanne sortie bache alimentaire n°1;Baches alimentaires Bab.;368;5;368;NULL;1804AR;2;CVSB1;2018;2018;10;PAPILLON;TOR;2028
369;Vanne sortie bache alimentaire n°2;Baches alimentaires Bab.;369;5;369;NULL;1804AR;2;CVSB2;2018;2018;10;PAPILLON;TOR;2028
370;Vanne sortie bache alimentaire n°3;Baches alimentaires Bab.;370;5;370;NULL;1804AR;2;CVSB3;2018;2018;10;PAPILLON;TOR;2028
371;Adoucisseur n° 1 vanne n°1;Adoucisseurs ERPAC;371;6;371;NULL;NULL;2;EV 01 02 0241;NULL;1994;100;PAPILLON;TOR;2094
372;Adoucisseur n° 1 vanne n°2;Adoucisseurs ERPAC;372;6;372;NULL;NULL;2;EV 01 02 0242;NULL;1994;100;PAPILLON;TOR;2094
373;Adoucisseur n° 2 vanne n°11;Adoucisseurs ERPAC;373;6;373;NULL;NULL;2;EV 01 02 0250;NULL;1994;100;PAPILLON;TOR;2094
374;Adoucisseur n° 2 vanne n°12;Adoucisseurs ERPAC;374;6;374;NULL;NULL;2;EV 01 02 0251;NULL;1994;100;PAPILLON;TOR;2094
375;Adoucisseur n° 3 vanne n°21;Adoucisseurs ERPAC;375;6;375;NULL;NULL;2;EV 01 02 0259;NULL;1996;100;PAPILLON;TOR;2096
376;Adoucisseur n° 3 vanne n°22;Adoucisseurs ERPAC;376;6;376;NULL;NULL;2;EV 01 02 0260;NULL;1996;100;PAPILLON;TOR;2096
377;Annexe ERPAC vanne n° 35;Adoucisseurs ERPAC;377;6;377;NULL;NULL;2;EV 01 02 0279;NULL;1994;100;PAPILLON;TOR;2094
378;Appoint eau bouteille laveur des buées;four à chaux;378;6;378;378;NULL;2;EV 01 13 0381;2000;2009;100;BOULE;TOR;2109
379;Appoint eau réfrigérant par retour turbo;Réfrigérant;379;6;379;NULL;020504 AR;2;EV 01 02 0167;2002;2002;100;PAPILLON;TOR;2102
380;Lavage des buées;four à chaux;380;6;380;380;NULL;2;EV 01 13 0383;2000;2017;10;BOULE;TOR;2027
381;Niveau bac de circulation;Chaulerie;381;6;381;381;NULL;2;LV 09 13 0093;2000;2018;8;PAPILLON;REG;2026
382;Pression réchauffeur JT1 n°2;Réchauffeur de JT1;382;6;382;382;NULL;18;PV 22 02 0562;NULL;2011;100;OBTURATEUR;REG;2111
383;Niveau bac JAE;Bac JAE;383;6;383;383;NULL;22;LV 06 02 0073;NULL;2016;10;OPERCULE;REG;2026
384;Niveau bac jus clair 2;Bac jus clair 2;384;6;384;384;990294 AR;2;LT 06 02 0015;1990;2011;100;PAPILLON;REG;2111
385;Niveau bouteille C2;Distillateur;385;7;385;385;1253AR;25;LV 01 02 1075;2012;2013;15;PAPILLON;REG;2028
386;Niveau bouteille C5;Distillateur;386;7;386;386;1253AR;25;LV 01 02 1076;2012;2013;15;PAPILLON;REG;2028
387;Niveau bac récup. Condensats réchauffeurs;Bac récupération condensats réchauffeurs;387;6;387;387;NULL;18;LV 01 02 0567;NULL;2012;100;OPERCULE;REG;2112
388;Niveau Bache  Réfrigérant par appoint eau de forage;Réfrigérant;388;6;388;388;020504 AR;2;LV 01 02 0568;2002;2019;6;PAPILLON;REG;2025
389;Niveau bache par eau des digues;Réfrigérant;389;6;389;389;950259 AR;10;2 LV 01 02 0568;1995;2015;100;PAPILLON;REG;2115
390;Niveau bouteille CC;Distillateur;390;7;390;390;1253AR;25;LV 01 02 1074;2012;2013;15;PAPILLON;REG;2028
391;Niveau Réfrigérant;Réfrigérant;391;6;391;391;020504 AR;2;LV 01 02 0471;2002;2018;15;PAPILLON;REG;2033
392;Niveau bouteille D1;Chaine condensats deshy;392;7;392;392;NULL;25;LV 01 13 0500;NULL;2009;100;PAPILLON;REG;2109
393;PH 2ème carbonatation;NULL;393;6;393;393;NULL;25;AV 12 02 0019;NULL;2008;100;PAPILLON;REG;2108
394;Pression CO2;Chaulerie;394;6;394;394;200165AR;2;PV 20 02 0472;2000;2020;6;PAPILLON;REG;2026
395;Pression pompe à vide;pompe à vide;395;6;395;NULL;NULL;23;PV 22 02 0563;1998;1998;100;PAPILLON;REG;2098
396;Purge ballon à gaz n°1;NULL;396;6;396;NULL;NULL;10; ;NULL;2016;100;PAPILLON;TOR;2116
397;Purge ballon à gaz n°2;NULL;397;6;397;NULL;NULL;10;NULL;NULL;2016;100;PAPILLON;TOR;2116
398;Purge JT1;Bac de contact JT1;398;6;398;NULL;NULL;25;EV 06 02 0629;NULL;2003;100;PAPILLON;TOR;2103
399;Purge lavage buées;Chaulerie;399;6;399;NULL;NULL;2;EV 09 13 0382;2000;2009;100;PAPILLON;TOR;2109
400;Purge laveur à gaz;Laveur à gaz;400;6;400;NULL;DT17096;15;EV 0113 0348;2017;2018;100;GUILLOTINE;TOR;2118
401;Temp. Eau sortie Barriquand;NULL;401;6;401;401;récup Chalons;19;NULL;NULL;2011;100;PAPILLON;REG;2111
402;Chauffage jus clair 1;NULL;402;6;402;402;NULL;25;NULL;NULL;2005;100;PAPILLON;REG;2105
403;Débit régénération ( EV33 );Adoucisseur;403;6;403;NULL;1122AR;2;EV01 02 0277;2011;2011;100;PAPILLON;TOR;2111
404;Débit rincage lent ( EV32 );Adoucisseur;404;6;404;NULL;1122AR;2;EV01 02 0276;2011;2011;100;PAPILLON;TOR;2111
405;Débit rinçage rapide ( EV31 );Adoucisseur;405;6;405;NULL;1122AR;2;Ev01 02 0275;2011;2011;100;PAPILLON;TOR;2111
406;Débit saumure ( EV35 );Adoucisseur;406;6;406;NULL;1122AR;2;EV01 02 0279;2011;2011;100;PAPILLON;TOR;2111
407;Entrée adoucisseur n°1 ( EV1 );Adoucisseur n°1;407;6;407;NULL;1122AR;2;EV01 02 0241;2011;2011;100;PAPILLON;TOR;2111
408;Entrée adoucisseur n°2 ( EV11 );Adoucisseur N°2;408;6;408;NULL;1122AR;2;EV01 02 0250;2011;2011;100;PAPILLON;TOR;2111
409;Entrée rinçage rapide adoucisseur n°1 (EV6 );Adoucisseur n°1;409;6;409;NULL;1122AR;2;EV01 02 0246;2011;2011;100;PAPILLON;TOR;2111
410;Entrée rinçage rapide adoucisseur n°2 ( EV16 );Adoucisseur n°2;410;6;410;NULL;1122AR;2;EV01 02 0255;2011;2011;100;PAPILLON;TOR;2111
411;Entrée soulèvement adoucisseur n°1 ( EV3 );Adoucisseur n°1;411;6;411;NULL;1122ar;2;EV01 02 0243;2011;2011;100;PAPILLON;TOR;2111
412;Entrée soulèvement adoucisseur n°2 ( EV13 );Adoucisseur n°2;412;6;412;NULL;1122AR;2;EV01 02 0252;2011;2011;100;PAPILLON;TOR;2111
413;Erpac n°1 Soufflage (vanne n°8);Adoucisseurs Erpac;413;6;413;NULL;NULL;21;NULL;NULL;2011;100;BOULE;TOR;2111
414;Erpac n°2 Soufflage (vanne 18);Adoucisseurs ERPAC;414;6;414;NULL;NULL;21;NULL;1988;2011;100;BOULE;TOR;2111
415;Niveau bache eau froide usine;Bache à eau froide usine;415;6;415;415;NULL;2;LV 01 02 0583;2012;2012;100;PAPILLON;REG;2112
416;PH 1ère carbonatation;Caisse 1ère carbonatation;416;6;416;416;NULL;25;AV 06 02 0580;2011;2011;13;PAPILLON;REG;2024
417;Niveau distillateur;Distillateur;417;7;417;417;1253AR;25;LT 01 02 1078;2013;NULL;11;PAPILLON;REG;2024
418;Pression réchauffeur jus chaulé n° 3;Réchauffeurs jus chaulé;418;7;418;418;NULL;18;PV 22 02 0855;2012;2012;100;Opercule;REG;2112
419;Purge bac de contact 2ème carbo;Bac de contact 2ème carbonatation;419;6;419;NULL;1506AR;25;NULL;2015;2015;10;PAPILLON;NULL;2025
420;Sortie adoucisseur n°1 ( EV2 );Adoucisseur n°1;420;6;420;NULL;1122AR;2;EV 01 02 0242;2011;2011;100;PAPILLON;TOR;2111
421;Sortie adoucisseur n°2 ( EV12 );Adoucisseur N°2;421;6;421;NULL;1122AR;2;EV01 02 0251;2011;2011;100;PAPILLON;TOR;2111
422;Sortie rinçage lent adoucisseur n°1 ( EV7 );Adoucisseur n°1;422;6;422;NULL;1122AR;2;EV01 02 0247;2011;2011;100;PAPILLON;TOR;2111
423;Sortie rincage lent adoucisseur n°2 ( EV17 );Adoucisseur n°2;423;6;423;NULL;1122AR;2;EV01 02 0256;2011;2011;100;PAPILLON;TOR;2111
424;Sortie rinçage rapide adoucisseur n°1 ( EV5 );Adoucisseur n°1;424;6;424;NULL;1122AR;2;EV01 02 0245;2011;2011;100;PAPILLON;TOR;2111
425;Sortie rinçage rapide adoucisseur n°2 ( EV15 );Adoucisseur n°2;425;6;425;NULL;1122AR;2;EV01 02 0254;2011;2011;100;PAPILLON;TOR;2111
426;Sortie soulèvement adoucisseur n°1 ( EV4 );Adoucisseur n°1;426;6;426;NULL;1122AR;2;EV01 02 0244;2011;2011;100;PAPILLON;TOR;2111
427;Sortie soulèvement adoucisseur n°2 ( EV14 );Adoucisseur n°2;427;6;427;NULL;1122AR;2;EV01 02 0253;2011;2011;100;PAPILLON;TOR;2111
428;Température gaz four;four à chaux;428;6;428;428;vanne fournie par Delot;2;TV 12 13 0045;2000;2021;6;PAPILLON;REG;2027
429;Ancienne Niveau corps I1 et I2;Corps I1 et  I2;429;7;429;429;NULL;25;LV 06 02 0901;NULL;2003;25;PAPILLON;REG;2028
430;Appoint d'eau bac JAE;Bac JAE;430;7;430;430;NULL;2;LV 01 02 0083;NULL;2018;100;PAPILLON;REG;2118
431;CEFT vanne aspiration pompe n°1;CEFT;431;7;431;NULL;1256AR;2;EV 06 02 0651;2012;2013;12;PAPILLON;TOR;2025
432;CEFT Vanne aspiration pompe n°2;CEFT;432;7;432;NULL;1256AR;2;EV 06 02 0652;2012;2013;12;PAPILLON;TOR;2025
433;CEFT vanne refoul. Pompe n°1;CEFT;433;7;433;NULL;1256AR;2;EV 06 02 0653;2012;NULL;100;Papillon;REG;2112
434;CEFT vanne refoul. Pompe n°2;CEFT;434;7;434;NULL;1256AR;2;EV 06 02 0654;2012;NULL;100;PAPILLON;REG;2112
435;Chauffage 6ème corps par corps I1;6ème corps;435;7;435;435;NULL;25;PV 02 02 0079;1998;2002;100;PAPILLON;REG;2102
436;Chauffage concentrateur par 3ème corps;6ème corps;436;7;436;436;NULL;2;NULL;NULL;2010;100;PAPILLON;REG;2110
437;Débit avant évaporation;Bac avant évaporation;437;7;437;437;NULL;25;FV 06 02 0086;NULL;2006;100;PAPILLON;REG;2106
438;Dégazage Réchauffeur Gi ;Réchauffeurs jus chaulé;438;7;438;438;1253AR;25;PV 06 02 0856;2012;2013;100;PAPILLON;REG;2113
439;Désurchauffe CEFT;CEFT;439;7;439;439;13025 DT;4;TV 01021080;2013;2013;100;NULL;REG;2113
440;Désurchauffe éjecto 2;Ejectos Désurchauffe;440;7;440;440;010511AR;10;NULL;2001;2010;15;BOULE;TOR;2025
441;Désurchauffe éjecto A;Ejectos Désurchauffe;441;7;441;441;NULL;18;NULL;2012;2012;100;OPERCULE;TOR;2112
442;Désurchauffe éjecto A;Ejectos Désurchauffe;442;7;442;NULL;010511AR;10;NULL;2001;NULL;99;BOULE;TOR;2100
443;Désurchauffe éjecto B;Ejectos Désurchauffe;443;7;443;443;NULL;18;NULL;2012;2012;100;OPERCULE;TOR;2112
444;Désurchauffe éjecto B;Ejectos Désurchauffe;444;7;444;NULL;NULL;10;NULL;2001;NULL;99;BOULE;TOR;2100
445;Désurchauffe éjecto C;Ejectos Désurchauffe;445;7;445;445;NULL;18;NULL;2012;2012;100;OPERCULE;TOR;2112
446;Désurchauffe éjecto C;Ejectos Désurchauffe;446;7;446;NULL;NULL;10;NULL;2001;NULL;99;BOULE;TOR;2100
447;Désurchauffe éjecto D;Ejectos Désurchauffe;447;7;447;447;NULL;18;NULL;2012;2012;100;OPERCULE;TOR;2112
448;Désurchauffe éjecto D;Ejectos Désurchauffe;448;7;448;NULL;NULL;10;NULL;2001;NULL;99;BOULE;TOR;2100
449;Désurchauffe éjecto deshy. N°1;Ejectos Désurchauffe;449;7;449;449;NULL;18;NULL;2012;2012;100;OPERCULE;TOR;2112
450;Desurchauffe éjecto deshy. N°2;Ejectos Désurchauffe;450;7;450;450;NULL;18;NULL;2012;2012;100;OPERCULE;TOR;2112
451;Désurchauffe éjecto E;Ejectos corps I turbo;451;7;451;NULL;NULL;18;3EV 01 02 0161;2013;2013;100;OPERCULE;TOR;2113
452;Désurchauffe éjecto F;Ejectos corps I turbo;452;7;452;NULL;NULL;18;3EV 01 02 0162;2013;2013;100;OPERCULE;REG;2113
453;Désurchauffe éjecto G;Ejectos corps I turbo;453;7;453;NULL;NULL;18;3EV 01 02 0163;2013;2013;100;OPERCULE;TOR;2113
454;Désurchauffe ejecto1;Ejectos Désurchauffe;454;7;454;454;010511AR;10;NULL;2001;2010;15;BOULE;TOR;2025
455;Désurchauffe vapeur 45 bars  detente 2,5b;NULL;455;7;455;455;1270 AR;18;NULL;2012;2013;100;NULL;REG;2113
456;Ejecto A aspirée;Ejectos;456;7;456;NULL;NULL;25;NULL;2001;2022;10;PAPILLON;TOR;2032
457;Ejecto A vanne motrice;Ejectos;457;7;457;NULL;010447AR;6;NULL;2001;2022;99;GUILLOTINE;TOR;2121
458;Ejecto B aspirée;Ejectos;458;7;458;NULL;010446AR;25;NULL;2001;2022;10;PAPILLON;TOR;2032
459;Ejecto B vanne motrice;Ejectos;459;7;459;NULL;010447AR;6;NULL;2001;2022;99;GUILLOTINE;TOR;2121
460;Ejecto C aspirée;Ejectos;460;7;460;NULL;010446AR;25;NULL;2001;2022;10;PAPILLON;TOR;2032
461;Ejecto C vanne motrice;Ejectos;461;7;461;NULL;010447AR;6;NULL;2001;2022;99;GUILLOTINE;TOR;2121
462;Ejecto D aspirée;Ejectos;462;7;462;NULL;010446AR;25;NULL;2001;2022;10;PAPILLON;TOR;2032
463;Ejecto D vanne motrice;Ejectos;463;7;463;NULL;010447AR;6;NULL;2001;2022;99;GUILLOTINE;TOR;2121
464;Ejecto n° 1 aspirée;Corps I deshy;464;7;464;NULL;2216AR;25;NULL;NULL;2022;10;PAPILLON;TOR;2032
465;Ejecto n° 1 vanne motrice;Corps I deshy;465;7;465;465;1021 AR;6;NULL;2010;2022;99;CLAPET;TOR;2121
466;Ejecto n° 2 aspirée;Corps I deshy;466;7;466;NULL;2216AR;25;NULL;2010;2022;10;PAPILLON;TOR;2032
467;Ejecto n° 2 vanne motrice;Corps I deshy;467;7;467;NULL;1021 AR;6;NULL;2010;2022;99;CLAPET;TOR;2121
468;Niv. Bouteille D2;Chaine condensats deshy;468;7;468;468;0919 AR;25;NULL;2009;2009;100;PAPILLON;REG;2109
469;Niv. Bouteille D3;Chaine condensats deshy;469;7;469;469;0919 AR;25;NULL;2009;2009;100;PAPILLON;REG;2109
470;Niveau 1er corps;1er corps;470;7;470;470;NULL;18;LV 06 02 0902;1998;2011;100;PAPILLON;REG;2111
471;Niveau 2ème corps;2ème corps;471;7;471;471;1842AR;25;LV 06 02 0903;2010;2019;10;OBTURATEUR;REG;2029
472;Niveau 3ème corps;3ème corps;472;7;472;472;NULL;18;LV 06 02 0904;2012;2012;100;OPERCULE;REG;2112
473;Niveau 3ème corps;3ème corps;473;7;473;NULL;NULL;22;LOCALE;NULL;1995;99;OPERCULE;REG;2094
474;Niveau 4ème corps;4ème corps;474;7;474;474;NULL;18;LV 06 02 0075;2012;2012;100;OPERCULE;REG;2112
475;Niveau 4ème corps;4ème corps;475;7;475;NULL;NULL;22;LOCALE;NULL;1995;99;OPERCULE;REG;2094
476;Niveau 4ème corps C;4ème corps;476;7;476;476;NULL;25;LV 01 02 0839;1989;2005;100;PAPILLON;REG;2105
477;Niveau 5ème corps;5ème corps;477;7;477;477;13142036;22;LV 07 02 0566;NULL;2004;100;OPERCULE;REG;2104
478;Niveau 6ème corps;6ème corps;478;7;478;478;990013 AR;2;LV 07 02 0082;1999;2021;10;PAPILLON;REG;2031
479;Niveau baches Duquesne;Baches à eau Duquesne;479;7;479;479;1313 AR;25;LV 01 02 1073;2013;2017;10;PAPILLON;REG;2027
480;Niveau baches Duquesne (appoint A5 par B0);Baches à eau Duquesne;480;7;480;480;1313 AR;25;2LV 01 02 1073;2013;2013;100;PAPILLON;REG;2113
481;Niveau ballon cond. rechauffeurs G0. G1. G2.;Ballon condensats rechauffeurs G0. G1. G2.;481;7;481;NULL;NULL;18;NULL;NULL;1997;100;OPERCULE;REG;2097
482;Niveau bouteille A2;Bouteille évapo A2;482;7;482;482;NULL;22;LV 01 13 0431;NULL;2002;22;OPERCULE;REG;2024
483;Niveau bouteille A3;Chaine condensats évaporation;483;7;483;483;NULL;22;A démonter;NULL;2002;100;OPERCULE;REG;2102
484;Niveau bouteille A4;Chaine condensats évaporation;484;7;484;484;NULL;22;NULL;NULL;2002;100;OPERCULE;REG;2102
485;Niveau bouteille B0;Chaine condensats évaporation;485;7;485;485;1013AR;25;LV 01 13 0446;2010;2010;15;PAPILLON;REG;2025
486;Niveau bouteille B1;Chaine B condensats évaporation;486;7;486;486;1842AR;25;LV 01 02 0556;2010;2019;10;OBTURATEUR;REG;2029
487;Niveau bouteille B2;Chaine condensats évaporation;487;7;487;487;NULL;25;NULL;NULL;2003;100;PAPILLON;REG;2103
488;Niveau bouteille B4;Bouteille B4;488;7;488;488;NULL;18;LV 01 13 098;NULL;2002;22;PAPILLON;REG;2024
489;Pression réchauffeur JT1 n°1;Réchauffeur de JT1;489;6;489;489;NULL;18;PV 22 02 0856;NULL;2005;100;OPERCULE;REG;2105
490;Casse vide vapeur cuite de 1er jet n°2;cuites de 1er jet;490;2;490;490;030031 AR;10;PV 02 22 0576;2003;2018;100;PAPILLON;REG;2118
491;Niveau bac expédition;Chaulerie;491;6;491;491;NULL;25;LV 09 13 0094;NULL;2008;16;BOULE;REG;2024
492;NIVEAU BOUTEILLE CONDENSAT A4;Chaine condensats évaporation;492;7;492;492;2248AR;25;LV01020552;15/11/2022;2023;15;NULL;REG;2038
493;Niveau bac petit jus vanne n° 1;Bac à petit jus;493;6;493;493;NULL;10;LV 06 02 0024;1997;2005;19;PAPILLON;REG;2024
494;Niveau bouteille DI;Chaine condensats deshy;494;7;494;494;NULL;25;LV 01 13 0499;NULL;2009;100;PAPILLON;REG;2109
495;Niveau concentrateur ls;Concentrateur ls;495;7;495;495;NULL;25;LV 07 02 0581;NULL;NULL;NULL;PAPILLON;REG;NULL
496;Niveau bac petit jus vanne n° 2;Bac à petit jus;496;6;496;496;NULL;10;LV 06 02 0564;1997;2015;9;PAPILLON;REG;2024
497;Niveau entrée sur sortie CEFT;CEFT;497;7;497;497;1313AR;25;LV 06 02 0901;2013;2013;100;PAPILLON;REG;2113
498;Pression  B5;ballon B5;498;7;498;498;NULL;2;NULL;NULL;2005;100;PAPILLON;REG;2105
499;Pression distillateur;Distillateur;499;7;499;499;1251AR;4;NULL;2012;2012;100;CAGE;REG;2112
500;Niveau bache réfrigérant vers digues;Réfrigérant;500;6;500;500;NULL;2;LV 01 02 0853;NULL;2007;100;PAPILLON;REG;2107
501;Rinçage CEFT n°1;CEFT;501;7;501;501;950661AR;21;12/31/99;1995;2013;15;Boule;TOR;2028
502;Rinçage CEFT n°2;CEFT;502;7;502;NULL;950661AR;21;NULL;1995;2013;100;BOULE;TOR;2113
503;Rincage matelas 2ème corps n°2;2ème corps;503;7;503;NULL;NULL;21;EV 01 02 0157;NULL;2019;10;BOULE;TOR;2029
504;Rinçage matelas 3ème corps n° 1;3ème corps;504;7;504;NULL;NULL;21;EV 01 02 0158;NULL;1999;100;BOULE;TOR;2099
505;Rinçage matelas 3ème corps n° 2;3ème corps;505;7;505;NULL;NULL;21;EV 01 02 0159;NULL;1999;100;BOULE;TOR;2099
506;Rinçage matelas 4ème corps n° 1;4ème corps;506;7;506;NULL;NULL;NULL;NULL;NULL;1999;100;NULL;NULL;2099
507;Rinçage matelas 4ème corps n° 2;4ème corps;507;7;507;NULL;NULL;NULL;NULL;NULL;1999;100;NULL;NULL;2099
508;Rinçage matelas corps I turbo n° 2;Corps I turbo;508;7;508;NULL;NULL;NULL;NULL;NULL;1999;100;NULL;NULL;2099
509;Sirop vers bac à sirop léger;Concentrateur de stockage;509;7;509;NULL;NULL;10;EV 07 02 0153;1997;2022;10;PAPILLON;TOR;2032
510;Sirop vers bacs à sirop;Concentrateur de stockage;510;7;510;NULL;NULL;10;EV 07 02 0153;1997;2008;100;PAPILLON;TOR;2108
511;Vanne motrice éjecto E;Corps I1;511;7;511;NULL;0830 AR;6;2EV 02 02 0161;2008;NULL;100;DOUBLE OPERCULE;TOR;2108
512;VANNE PRESSION B5;NULL;512;7;512;512;2248AR;25;PVB5;15/11/2022;2023;15;NULL;REG;2038
513;Vide 5ème corps;5ème corps;513;7;513;513;1840AR;25;PV 18 02 0074;2010;2019;15;PAPILLON;REG;2034
514;Vide concentrateur stockage;Concentrateur de stockage sirop;514;7;514;514;NULL;2;NULL;NULL;2004;20;PAPILLON;REG;2024
515;Alimentation diastar 1n°1;Diastars de 1ère carbonatation;515;8;515;515;2206AR;25;XV06020554;2022;2022;10;PAPILLON;REG;2032
516;Alimentation diastar 1n°2;Diastars de 1ère carbonatation;516;8;516;516;2206AR;25;XV06020560;2022;2022;NULL;PAPILLON;REG;Impossible achat sup à révision !!!
517;Alimentation diastar 1n°3;Diastars de 1ère carbonatation;517;8;517;517;2206AR;25;XV06020561;2022;2022;NULL;PAPILLON;REG;Impossible achat sup à révision !!!
518;Alimentation diastar 1n°4;Diastars de 1ère carbonatation;518;8;518;518;2206AR;25;XV06020565;2022;2022;NULL;papillon;REG;Impossible achat sup à révision !!!
519;Alimentation diastar 1n°5;Diastars de 1ère carbonatation;519;8;519;519;2206AR;25;XV06020579;2022;2022;NULL;PAPILLON;REG;Impossible achat sup à révision !!!
520;Débit d'eau filtre à disques n° 2;Filtre à disques n°2;520;8;520;520;020397 AR;18;FV 01 13 0461;2002;2020;15;OPERCULE;REG;2035
521;Débit d'eau filtre à disques n° 3;Filtre à disques n°3;521;8;521;521;020397 AR;18;FV 01 13 0477;2002;2002;100;OPERCULE;REG;2102
522;Dégonflage 1 FAD n° 3;Filtre à disques n°3;522;8;522;NULL;04003 AR;10;2 EV 08 13 0548;2004;2016;100;PAPILLON;TOR;2116
523;Dégonflage 2 FAD n° 3;Filtre à disques n°3;523;8;523;NULL;04003 AR;10;2 EV 08 13 0548;2004;2016;100;PAPILLON;TOR;2116
524;Dégonflage filtre à disques n° 2 (droite);Filtre à disques n°2;524;8;524;NULL;NULL;10;2EV 08 13 0542;NULL;2018;100;PAPILLON;TOR;2118
525;Dégonflage filtre à disques n° 2 (gauche);Filtre à disques n°2;525;8;525;NULL;NULL;10;2EV 08 13 0542;2002;2018;100;PAPILLON;TOR;2118
526;Dégonflage filtre à disques n°1;Filtre à disques n°1;526;8;526;NULL;NULL;10;EV 08 13 0568;NULL;2004;100;PAPILLON;TOR;2104
527;Densité jus épaissi;Bac jus épaissi;527;8;527;527;1840AR;25;DV 06 02 0584;2010;NULL;100;OPERCULE;REG;2110
528;Niveau jus filtre à disques n° 1;Filtre à disques n°1;528;8;528;NULL;NULL;18;LOCALE;1993;1999;100;OPERCULE;REG;2099
529;Purge n° 1;Filtre à disques n°1;529;8;529;NULL;950326AR;10;EV 06 02 0675;1995;2001;100;PAPILLON;TOR;2101
530;Purge n° 3;Filtre à disques n°1;530;8;530;NULL;950326AR;10;EV 06 02 0677;1995;2002;100;PAPILLON;TOR;2102
531;Purge n° 5;Filtre à disques n°1;531;8;531;NULL;950326AR;10;EV 06 02 0679;1995;2002;100;PAPILLON;TOR;2102
532;Purge n°2;Filtre à disques n°1;532;8;532;NULL;950326AR;10;EV 06 02 0676;1995;1995;99;PAPILLON;TOR;2094
533;Purge n°4;Filtre à disques n°1;533;8;533;NULL;950326AR;10;EV 06 02 0678;NULL;NULL;NULL;NULL;NULL;NULL
534;Soufflage 1 FAD n° 3;Filtre à disques n°3;534;8;534;NULL;04003 AR;10;2 EV 08 13 0547;2004;2016;100;PAPILLON;TOR;2116
535;Soufflage 2 FAD n° 3;Filtre à disques n°3;535;8;535;NULL;04003 AR;10;2 EV 08 13 0547;2004;NULL;100;PAPILLON;TOR;2104
536;Soufflage filtre à disques n° 2 (droite);Filtre à disques n°2;536;8;536;NULL;NULL;10;2EV 08 13 0541;NULL;2018;100;PAPILLON;TOR;2118
537;Soufflage filtre à disques n° 2 (gauche);Filtre à disques n°2;537;8;537;NULL;NULL;10;2EV 08 13 0541;NULL;2018;100;PAPILLON;TOR;2118
538;Soufflage filtre à disques n°1;Filtre à disques n°1;538;8;538;NULL;NULL;10;EV 08 13 0567;1996;2004;100;PAPILLON;TOR;2104
539;Vanne n° 1 alimentation diastar de 2ème n° 1;Diastars de 2ème carbonatation;539;8;539;NULL;NULL;10;EV 06 02 0860;1991;2019;10;PAPILLON;TOR;2029
540;Vanne n° 1 alimentation diastar de 2ème n° 2;Diastars de 2ème carbonatation;540;8;540;NULL;NULL;10;EV 06 02 0868;1991;2015;10;PAPILLON;TOR;2025
541;Vanne n° 1 alimentation diastar de 2ème n° 3;Diastars de 2ème carbonatation;541;8;541;NULL;NULL;10;EV 06 02 0876;1991;2001;10;PAPILLON;TOR;2024
542;Vanne n° 1 alimentation diastar n° 4;Diastars de 2ème carbonatation;542;8;542;NULL;040016AR;10;EV 06 02 0642;2004;2018;10;PAPILLON;TOR;2028
543;Vanne n° 1 alimentation diastar n° 4;Diastars de 1ère carbonatation;543;8;543;543;NULL;10;EV 06 02 0623;1993;2019;6;PAPILLON;TOR;2025
